name,category,city,state,country
LVMH,Luxury Goods,Paris,Île-de-France,France
TotalEnergies,Energy,Courbevoie,Île-de-France,France
Airbus,Aerospace,Toulouse,Occitanie,France
BNP Paribas,Finance,Paris,Île-de-France,France
Renault Group,Automotive,Boulogne-Billancourt,Île-de-France,France
Mistral AI,Technology,Paris,Île-de-France,France
