name,category,city,state,country
Tencent,Technology,Shenzhen,Guangdong,China
Alibaba,E-commerce,Hangzhou,Zhejiang,China
BYD,Automotive,Shenzhen,Guangdong,China
Xiaomi,Technology,Beijing,Beijing,China
Meituan,Technology,Beijing,Beijing,China
